安东尼·罗素/乔·罗素,克里斯托弗·马库斯/斯蒂芬·麦克菲利/乔·西蒙/杰克·科比/MarkMillar,克里斯·埃文斯/小罗伯特·唐尼/斯嘉丽·约翰逊/塞巴斯蒂安·斯坦/安东尼·麦凯,动作片/冒险/科幻,美国,英语,147分钟

布拉德·伯德,布拉德·伯德,瑞内·比托拉贾奇/布兰科·德约里奇/BojanaGregoric/SinisaPopovic/菲利普·索瓦戈维奇,动作片/冒险/动画/家庭,美国,英语,115分钟

詹姆斯·卡梅隆,詹姆斯·卡梅隆/大卫·吉勒/WalterHill/丹·欧班农/罗纳德·舒塞特,西格妮·韦弗/CarrieHenn/迈克尔·比恩/保罗·雷瑟/LanceHenriksen,动作片/冒险/科幻/惊悚片,美国,英语,154分钟

史蒂夫·麦奎因,约翰·里德利/所罗门·诺萨普,切瓦特·埃加福/德怀特·亨利/DickieGravois/拜伦·巴特/阿什利·戴克,传记/剧情/历史,英国,英语,134分钟

丹尼·博伊尔,埃文·威尔什/约翰·霍奇,伊万·麦克格雷格/艾文·布莱纳/约翰尼·李/凯文·麦克基德/罗伯特·卡莱尔,剧情,英国,英语,105分钟

詹姆斯·曼高德,詹姆斯·曼高德/斯科特·弗兰克/迈克尔·格林/约翰尼·罗密特/罗伊·托马斯,休·杰克曼/帕特里克·斯图尔特/达芙妮·基恩/BoydHolbrook/斯戴芬·莫昌特,动作片/剧情/科幻/惊悚片,美国,英语,122分钟

乔治·卢卡斯,乔治·卢卡斯/JonathanHales,伊万·麦克格雷格/娜塔莉·波特曼/海登·克里斯滕森/克里斯托弗·李/塞缪尔·杰克逊,动作片/冒险/奇幻片/科幻,美国,英语,142分钟

克林特·伊斯特伍德,保罗·哈吉斯/F.X.Toole,克林特·伊斯特伍德/希拉里·斯万克/摩根·弗里曼/杰伊·巴鲁切尔/迈克·柯尔特,剧情/体育,美国,英语,132分钟

布拉德·伯德/简·皮克瓦,布拉德·伯德/简·皮克瓦/吉姆·卡波比安科/埃米莉·库克/凯茜·格林伯格,,冒险/动画/喜剧/剧情/家庭/奇幻片,美国,英语,111分钟

扎克·施奈德,克里斯·特里奥/大卫/鲍勃·凯恩/比尔·芬格/杰里·西格尔,本·阿弗莱克/亨利·卡维尔/艾米·亚当斯/杰西·艾森伯格/戴安·琳恩,动作片/冒险/科幻,美国,英语,183分钟

弗朗西斯·劳伦斯,西蒙·博福伊/迈克尔·阿恩特/苏珊·科林斯,詹妮弗·劳伦斯/利亚姆·海姆斯沃斯/杰克·奎德/泰勒·圣克莱尔/桑德拉·埃利斯,动作片/冒险/科幻/惊悚片,美国,英语,146分钟

克里斯·哥伦布,J·K·罗琳/史蒂夫·克洛夫斯,理查德·哈里斯/玛吉·史密斯/罗彼·考特拉尼/SaundersTriplets/丹尼尔·雷德克里夫,冒险/家庭/奇幻片,英国,英语,159分钟

吉尔莫·德尔,吉尔莫·德尔,伊万娜·巴克罗/塞尔希·洛佩斯/玛丽维尔·贝尔杜/道格·琼斯/阿里亚德娜·希尔,剧情/奇幻片/战争,墨西哥,西班牙语,112分钟

保罗·格林格拉斯,托尼·吉尔罗伊/斯科特/乔治·诺非/罗伯特·鲁德鲁姆,马特·达蒙/朱丽娅·斯蒂尔斯/大卫·斯特雷泽恩/斯科特·格伦/帕迪·康斯戴恩,动作片/悬疑/惊悚片,美国,英语,115分钟

宫崎骏,宫崎骏,,冒险/动画/家庭/奇幻片/悬疑,日本,日语,125分钟

安德鲁·亚当森/维基·詹森,威廉·史塔克/泰德·艾略特/特里·鲁西奥/乔·斯蒂尔曼/罗杰,PattyCornell/AleksandarCvjetkovic/CharlesDennis/苏珊·菲泽/JeremyHarrington,冒险/动画/喜剧/家庭/奇幻片,美国,英语,90分钟

乔尔·科恩/伊桑·科恩,伊桑·科恩/乔尔·科恩,威廉姆·H·梅西/史蒂夫·布西密/彼得·斯特曼/KristinRudrüd/哈威·普雷斯内尔,犯罪/剧情/惊悚片,美国,英语,98分钟

迈克尔·贝,罗伯托·奥奇/艾里克斯·库兹曼/约翰·罗杰斯,希亚·拉博夫/梅根·福克斯/乔什·杜哈明/泰瑞斯·吉布森/瑞切尔·泰勒,动作片/冒险/科幻,美国,英语,144分钟

彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/吉尔莫·德尔/J.R.R.Tolkien,伊恩·麦克莱恩/马丁·弗瑞曼/理查德·阿米蒂奇/肯·斯托特/格拉汉姆·麦克泰维什,冒险/奇幻片,新西兰,英语,186分钟

罗伯托·贝尼尼,温琴佐·切拉米/罗伯托·贝尼尼,罗伯托·贝尼尼/尼可莱塔·布拉斯基/乔治·坎塔里尼/朱斯蒂诺·杜拉诺/赛尔乔·比尼,喜剧/剧情/爱情/战争,意大利,意大利语,116分钟

彼特·道格特/罗纳尔多·德尔,彼特·道格特/罗纳尔多·德尔/梅格·勒福夫/乔什·库雷/迈克尔·阿恩特,,冒险/动画/喜剧/剧情/家庭/奇幻片,美国,英语,95分钟

戈尔·维宾斯基,泰德·艾略特/特里·鲁西奥/斯图尔特·贝亚蒂耶/杰·沃尔伯特,约翰尼·德普/杰弗里·拉什/奥兰多·布鲁姆/凯拉·奈特莉/杰克·达文波特,动作片/冒险/奇幻片,美国,英语,128分钟

马克·福斯特,马修·迈克尔/德鲁·高达/达蒙·林德洛夫/J.MichaelStraczynski/马克斯·布鲁克斯,布拉德·皮特/米瑞·伊诺丝/达妮埃拉·凯尔泰斯/詹姆斯·戴尔/鲁迪·博肯,动作片/冒险/恐怖/科幻,美国,英语,123分钟

弗朗西斯·福特·科波拉,约翰·米利厄斯/弗朗西斯·福特·科波拉/迈克尔·海尔/约瑟夫·康拉德,马龙·白兰度/马丁·辛/罗伯特·杜瓦尔/弗雷德里克·福瑞斯特/山姆·伯顿斯,剧情/悬疑/战争,美国,英语,183分钟

阿兰·泰勒,克里斯托弗·约斯特/克里斯托弗·马库斯/斯蒂芬·麦克菲利/唐·佩恩/罗伯特·罗达特,克里斯·海姆斯沃斯/娜塔莉·波特曼/汤姆·希德勒斯顿/安东尼·霍普金斯/克里斯托弗·埃克莱斯顿,动作片/冒险/奇幻片,美国,英语,112分钟

马修·沃恩,简·古德曼/马修·沃恩/MarkMillar/戴夫·吉布森,艾德里安·奎因顿/科林·费尔斯/马克·斯特朗/JonnoDavies/杰克·达文波特,动作片/冒险/喜剧/惊悚片,英国,英语,129分钟

斯坦利·库布里克,斯坦利·库布里克/亚瑟·克拉克,KeirDullea/加里·洛克伍德/威廉姆·西尔维斯特/丹尼尔·里希特/雷纳德·洛塞特,冒险/科幻,美国,英语,149分钟

J·J·艾布拉姆斯,罗伯托·奥奇/艾里克斯·库兹曼/吉恩·罗登贝瑞,克里斯·派恩/扎克瑞·昆图/伦纳德·尼莫伊/艾瑞克·巴纳/布鲁斯·格林伍德,动作片/冒险/科幻,美国,英语,127分钟

阿尔弗雷德·希区柯克,约瑟夫·斯蒂凡诺/罗伯特·布洛克,安东尼·博金斯/维拉·迈尔斯/约翰·加文/珍妮特·利/马丁·鲍尔萨姆,恐怖/悬疑/惊悚片,美国,英语,108分钟

盖·里奇,迈克尔·罗伯特/安东尼·佩卡姆/西蒙·金伯格/莱昂内尔·威格拉姆/阿瑟·柯南,小罗伯特·唐尼/裘德·洛/瑞秋·麦克亚当斯/马克·斯特朗/埃迪·马森,动作片/冒险/犯罪/悬疑/惊悚片,美国,英语,128分钟

大卫·阿耶,大卫·阿耶/JohnOstrander,威尔·史密斯/JaimeFitzSimons/伊克·巴里霍尔兹/玛格特·罗比/ChristopherDyson,动作片/冒险/奇幻片/科幻,美国,英语,134分钟

大卫·芬奇,艾瑞克·罗斯/罗宾·史威考德/F.ScottFitzgerald,凯特·布兰切特/布拉德·皮特/朱莉娅·奥蒙德/芳妮/伊莱亚斯·科泰斯,剧情/奇幻片/爱情,美国,英语,166分钟

丹尼斯·维伦纽瓦,埃里克·海瑟尔/姜峯楠,艾米·亚当斯/杰瑞米·雷纳/福里斯特·惠特克/迈克尔·斯图巴/MarkO'Brien,剧情/悬疑/科幻/惊悚片,美国,英语,116分钟

科林·特雷沃罗,里克·杰法/阿曼达·斯尔沃/科林·特雷沃罗/德里克·康纳利/迈克尔·克莱顿,克里斯·帕拉特/布莱丝·达拉斯/伊尔凡·可汗/文森特·多诺费奥/泰·辛普金斯,动作片/冒险/科幻,美国,英语,124分钟

哈罗德·雷米斯,丹尼·鲁宾/哈罗德·雷米斯,比尔·默瑞/安迪·麦克道威尔/克里斯·艾略特/斯蒂芬·托布罗斯基/布赖恩·道尔,喜剧/奇幻片/爱情,美国,英语,101分钟

本·阿弗莱克,克里斯·特里奥/托尼·门德兹/约书亚·比尔曼,本·阿弗莱克/布莱恩·科兰斯顿/艾伦·阿金/约翰·古德曼/维克多·加博,传记/剧情/惊悚片,美国,英语,130分钟

马丁·坎贝尔,尼尔·珀维斯/罗伯特·韦德/保罗·哈吉斯/伊恩·弗莱明,丹尼尔·克雷格/伊娃·格林/麦斯·米科尔森/朱迪·丹奇/杰弗里·怀特,动作片/冒险/惊悚片,英国,塞尔维亚语,144分钟

李安,扬·马特尔/大卫·麦基,苏拉·沙玛/伊尔凡·可汗/阿尤什·坦东/GautamBelur/阿迪勒·侯赛因,冒险/剧情/奇幻片,美国,阿拉伯语,127分钟

特瑞·吉列姆,克里斯·马克/大卫·韦伯/珍妮特·皮普尔斯,JosephMelito/布鲁斯·威利斯/乔恩·塞达/MichaelChance/VernonCampbell,悬疑/科幻/惊悚片,美国,英语,129分钟

亚利桑德罗·冈萨雷斯,亚利桑德罗·冈萨雷斯/尼古拉斯·迦科波恩/亚历山大·迪内拉里斯/阿尔曼多·博/雷蒙德·卡佛,迈克尔·基顿/艾玛·斯通/KennyChin/JamahlGarrison-Lowe/扎克·加利凡纳基斯,喜剧/剧情,美国,英语,119分钟

布莱恩·辛格,TomDeSanto/布莱恩·辛格/大卫·海特,休·杰克曼/帕特里克·斯图尔特/伊恩·麦克莱恩/法米克·詹森/詹姆斯·麦斯登,动作片/冒险/科幻,美国,英语,104分钟

克里斯·巴克/珍妮弗·李,珍妮弗·李/安徒生/克里斯·巴克/夏恩·莫里斯,KatieLopez/AgathaLeeMonn,冒险/动画/喜剧/家庭/奇幻片/歌舞剧,美国,英语,102分钟

皮埃尔·莫瑞尔,吕克·贝松/罗伯特·马克,连姆·尼森/玛姬·格蕾斯/利兰·奥瑟/强·格瑞斯/大卫·沃肖夫斯基,动作片/惊悚片,法国,英语,93分钟

迈克尔·曼,迈克尔·曼,阿尔·帕西诺/罗伯特·德尼罗/方·基默/强·沃特/汤姆·塞兹摩尔,犯罪/剧情/惊悚片,美国,英语,170分钟

西恩·潘,西恩·潘/乔恩·克拉考尔,埃米尔·赫斯基/马西娅·盖伊·哈登/威廉·赫特/吉娜·马隆/布莱恩,冒险/传记/剧情,美国,英语,148分钟

尼古拉斯·温丁,霍辛·阿米尼/JamesSallis,瑞恩·高斯林/凯瑞·穆里根/布莱恩·科兰斯顿/艾伯特·布鲁克斯/奥斯卡·伊萨克,犯罪/剧情,美国,英语,100分钟

马克·韦布,詹姆斯·范德比尔特/阿尔文·萨金特/史蒂夫·克洛夫斯/斯坦·李/史蒂夫·迪特寇,安德鲁·加菲尔德/艾玛·斯通/瑞斯·伊凡斯/丹尼斯·利瑞/马丁·辛,动作片/科幻,美国,英语,136分钟

佩顿·里德,埃德加·赖特/乔·考尼什/亚当·麦凯/保罗·路德/斯坦·李,保罗·路德/迈克尔·道格拉斯/伊万杰琳·莉莉/寇瑞·斯托尔/鲍比·坎纳瓦尔,动作片/冒险/喜剧/科幻,美国,英语,117分钟

詹姆斯·古恩,詹姆斯·古恩/丹·阿布内特/安迪·兰宁/史蒂夫·恩格尔哈特/史蒂夫·甘,克里斯·帕拉特/佐伊·索尔达娜/戴夫·巴蒂斯塔/迈克尔·鲁克/凯伦·吉兰,动作片/冒险/喜剧/科幻,美国,英语,136分钟

莱恩·约翰逊,莱恩·约翰逊/乔治·卢卡斯,马克·哈米尔/凯丽·费雪/亚当·德赖弗/黛西·雷德利/约翰·博耶加,动作片/冒险/奇幻片/科幻,美国,英语,152分钟

加里斯·爱德华斯,克里斯·韦兹/托尼·吉尔罗伊/约翰·诺尔/加里·维塔/乔治·卢卡斯,菲丽希缇·琼斯/迭戈·卢纳/艾伦·图代克/甄子丹/姜文,动作片/冒险/科幻,美国,英语,133分钟

史蒂文·斯皮尔伯格,彼得·本奇利/卡尔·哥特列布,罗伊·沙伊德尔/RobertShaw/理查德·德莱福斯/洛兰·加里/MurrayHamilton,冒险/剧情/惊悚片,美国,英语,130分钟

山姆·雷米,斯坦·李/史蒂夫·迪特寇/艾尔弗雷德·高福/迈尔斯·米勒/迈克尔·夏邦,托比·马奎尔/克斯汀·邓斯特/詹姆斯·弗兰科/阿尔弗雷德·莫里纳/罗斯玛丽·哈里斯,动作片/冒险/科幻,美国,英语,135分钟

派蒂·杰金斯,艾伦·海因伯格/扎克·施奈德/贾森·福克斯/威廉·马斯顿/HarryG.Peter,盖尔·加朵/克里斯·派恩/康妮·尼尔森/罗宾·怀特/丹尼·赫斯顿,动作片/冒险/奇幻片/科幻/战争,美国,英语,141分钟

克里斯·哥伦布,J·K·罗琳/史蒂夫·克洛夫斯,丹尼尔·雷德克里夫/鲁伯特·格林特/艾玛·沃森/理查德·格雷弗斯/费奥纳·肖,冒险/家庭/奇幻片/悬疑,英国,英语,174分钟

阿方索·卡隆,J·K·罗琳/史蒂夫·克洛夫斯,丹尼尔·雷德克里夫/理查德·格雷弗斯/帕姆·费里斯/费奥纳·肖/哈利·米尔林,冒险/家庭/奇幻片/悬疑,英国,英语,142分钟

克里斯托弗·诺兰,克里斯托弗·诺兰,菲恩·怀特海德/达米安·勃纳尔/阿奈林·巴纳德/LeeArmstrong/詹姆斯·布鲁尔,动作片/剧情/历史/惊悚片/战争,英国,英语,106分钟

迈克·内威尔,史蒂夫·克洛夫斯/J·K·罗琳,埃里克·赛克斯/蒂莫西·斯波/大卫·田纳特/丹尼尔·雷德克里夫/艾玛·沃森,冒险/家庭/奇幻片/悬疑,英国,英语,166分钟

罗兰·艾默里奇,迪安·德夫林/罗兰·艾默里奇,威尔·史密斯/比尔·普尔曼/杰夫·高布伦/玛丽·麦克唐纳/JuddHirsch,动作片/冒险/科幻,美国,英语,154分钟

柯蒂斯·汉森,詹姆斯·艾罗瑞/布莱恩·海尔格兰德/柯蒂斯·汉森,凯文·史派西/罗素·克劳/盖·皮尔斯/詹姆斯·克伦威尔/金·贝辛格,犯罪/剧情/悬疑/惊悚片,美国,英语,138分钟

盖·里奇,盖·里奇,杰森·弗莱明/德克斯特·弗莱彻/NickMoran/杰森·斯坦森/斯蒂文·麦金托什,犯罪/喜剧,英国,英语,107分钟

查德·斯塔赫斯基/大卫·雷奇,德里克·科尔斯塔,基努·里维斯/迈克尔·恩奎斯特/阿尔菲·艾伦/威廉·达福/迪恩·文特斯,动作片/犯罪/惊悚片,美国,英语,101分钟

格雷格·莫托拉,塞斯·罗根/埃文·戈德堡,乔纳·希尔/迈克尔·塞拉/克里斯托夫·梅兹/比尔·哈德尔/塞斯·罗根,喜剧,美国,英语,119分钟

约翰·拉塞特/艾什·布兰农/李·昂克里奇,约翰·拉塞特/彼特·道格特/艾什·布兰农/安德鲁·斯坦顿/萧丽塔,罗伯特·顾雷特/KresimirMikic/RankoZidaric,冒险/动画/喜剧/家庭/奇幻片,美国,英语,82分钟

布莱恩·辛格,扎克·佩恩/大卫·海特/布莱恩·辛格/迈克尔·道赫蒂/丹·哈里斯,帕特里克·斯图尔特/休·杰克曼/伊恩·麦克莱恩/哈莉·贝瑞/法米克·詹森,动作片/科幻/惊悚片,加拿大,英语,134分钟

迈克尔·柯蒂兹,朱利叶斯/菲利普/霍华德·科克/MurrayBurnett/JoanAlison,亨弗莱·鲍嘉/英格丽·褒曼/PaulHenreid/克劳德·雷恩斯/康拉德·韦特,剧情/爱情/战争,美国,英语,82分钟

巴里·索南菲尔德,劳威尔·坎宁安/艾德·索罗门,TommyLeeJones/威尔·史密斯/琳达·费奥伦蒂诺/文森特·多诺费奥/雷普·汤恩,动作片/冒险/喜剧/科幻,美国,英语,98分钟

拉娜·沃卓斯基/莉莉·沃卓斯基,莉莉·沃卓斯基/拉娜·沃卓斯基,RayAnthony/克里斯汀·阿努/AndyArness/AlimaAshton-Sheibu/赫尔穆特·巴凯蒂斯,动作片/科幻,美国,英语,138分钟

尼克·卡萨维蒂,杰里米·莱文/扬·萨尔迪/尼古拉斯·斯帕克斯,TimIvey/吉娜·罗兰兹/斯塔尔勒塔·杜波利斯/詹姆斯·加纳/Anthony-MichaelQ.Thomas,剧情/爱情,美国,英语,123分钟

JohnG.Avildsen,西尔维斯特·史泰龙,西尔维斯特·史泰龙/塔莉娅·夏尔/波特·杨/卡尔·韦瑟斯/布吉斯·梅迪斯,剧情/体育,美国,英语,145分钟

罗伯特·泽米吉斯,小威廉·保尔斯,1931-09-21/拉瑞·怀特/LeonidCiter/DavidAllenBrooks/YelenaPopovic,冒险/剧情/爱情,美国,英语,143分钟

史蒂文·索德伯格,乔治·克莱顿/杰克·戈登/哈利·布朗/CharlesLederer/泰德·格里芬,乔治·克鲁尼/LoriGalinski/伯尼·麦克/布拉德·皮特/MarkGantt,犯罪/惊悚片,美国,英语,116分钟

道格·里曼,托尼·吉尔罗伊/W.BlakeHerron/罗伯特·鲁德鲁姆,马特·达蒙/弗朗卡·波滕特/克里斯·库珀/克莱夫·欧文/布莱恩·考克斯,动作片/悬疑/惊悚片,美国,英语,119分钟

埃德加·赖特,西蒙·佩吉/埃德加·赖特,西蒙·佩吉/凯特·阿什菲尔德/尼克·弗罗斯特/露茜·戴维斯/迪兰·莫兰,喜剧/恐怖,英国/法国,英语,99分钟

史蒂文·斯皮尔伯格,菲利普/斯科特·弗兰克/乔恩·科恩,汤姆·克鲁斯/马克斯·冯/史蒂夫·哈里斯/尼尔·麦克唐纳/帕特里克·基尔帕特里克,动作片/犯罪/悬疑/科幻/惊悚片,美国,英语,145分钟

昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,塞缪尔·杰克逊/库尔特·拉塞尔/詹妮弗·杰森/WaltonGoggins/德米安·比齐尔,犯罪/剧情/悬疑/惊悚片/西部,美国,英语,213分钟

保罗·托马斯,保罗·托马斯/厄普顿·辛克莱,丹尼尔·戴/MartinStringer/MatthewBradenStringer/JacobStringer/JosephMussey,剧情,美国,英语,158分钟

朴赞郁,土屋加仑/岭岸信明/Chan-wookPark/朴赞郁/林俊亨,崔岷植/Ji-TaeYoo/Hye-jeongKang/池大汉/吴达洙,动作片/剧情/悬疑/惊悚片,韩国,韩语,101分钟

扎克·施奈德,大卫·海特/亚历克斯·谢/戴夫·吉布森/艾伦·摩尔,玛琳·阿克曼/比利·克鲁德普/马修·古迪/杰基·厄尔/杰弗里·迪恩,动作片/剧情/悬疑/科幻,美国,英语,215分钟

亚历克斯·普罗亚斯,杰夫·温塔/阿齐瓦·高斯曼/IsaacAsimov,威尔·史密斯/布丽姬·穆娜/艾伦·图代克/詹姆斯·克伦威尔/布鲁斯·格林伍德,动作片/犯罪/剧情/科幻/惊悚片,美国,英语,115分钟

特瑞·吉列姆/特瑞·琼斯,GrahamChapman/约翰·克立斯/艾瑞克·爱都/特瑞·吉列姆/特瑞·琼斯,GrahamChapman/约翰·克立斯/艾瑞克·爱都/特瑞·吉列姆/特瑞·琼斯,冒险/喜剧/奇幻片,英国,英语,91分钟

乔·沃茨,乔纳森/约翰·弗朗西斯/乔·沃茨/克里斯托弗/克里斯·麦克纳,汤姆·赫兰德/迈克尔·基顿/小罗伯特·唐尼/玛丽莎·托梅/乔恩·费儒,动作片/冒险/科幻,美国,英语,133分钟

山姆·雷米,山姆·雷米/伊万·莱米/阿尔文·萨金特/斯坦·李/史蒂夫·迪特寇,托比·马奎尔/克斯汀·邓斯特/詹姆斯·弗兰科/托马斯·哈登/托弗·戈瑞斯,动作片/科幻,美国,英语,137分钟

贾森·雷特曼,迪亚波罗·科蒂,艾利奥特·佩吉/迈克尔·塞拉/詹妮弗·加纳/杰森·贝特曼/艾莉森·珍妮,喜剧/剧情,美国,英语,96分钟

爱德华·兹威克,查尔斯·里维特/C.GabyMitchell,莱昂纳多·迪卡普里奥/杰曼·翰苏/詹妮弗·康纳利/KagisoKuypers/阿诺德·沃斯洛,冒险/剧情/惊悚片,美国,英语,143分钟

大卫·叶茨,迈克尔·戈登伯格/J·K·罗琳,丹尼尔·雷德克里夫/哈利·米尔林/JasonBoyd/RichardMacklin/KathrynHunter,动作片/冒险/家庭/奇幻片/悬疑,英国,英语,138分钟

达米恩·查泽雷,达米恩·查泽雷,瑞恩·高斯林/艾玛·斯通/艾米·科恩/特里·沃尔特斯/汤姆·谢尔顿,喜剧/剧情/音乐剧/歌舞剧/爱情,美国,英语,128分钟

沃尔夫冈·彼德森,Homer/戴维·贝尼奥夫,朱利安·格洛弗/布莱恩·考克斯/内森·琼斯/阿多尼·马洛皮斯/雅各布·史密斯,剧情/历史,美国,英语,196分钟

布莱特·拉特纳,西蒙·金伯格/扎克·佩恩,休·杰克曼/哈莉·贝瑞/伊恩·麦克莱恩/帕特里克·斯图尔特/法米克·詹森,动作片/科幻,加拿大,英语,104分钟

邓肯·琼斯,本·雷普利,杰克·吉伦哈尔/米歇尔·莫纳汉/维拉·法米加/杰弗里·怀特/迈克尔·阿登,动作片/剧情/悬疑/科幻/惊悚片,美国,英语,93分钟

彼得·杰克逊,弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/吉尔莫·德尔/J.R.R.Tolkien,伊恩·麦克莱恩/马丁·弗瑞曼/理查德·阿米蒂奇/肯·斯托特/格拉汉姆·麦克泰维什,冒险/奇幻片,新西兰,英语,164分钟

巴瑞·莱文森,巴里·莫罗/罗纳德·巴斯,达斯汀·霍夫曼/汤姆·克鲁斯/瓦莱丽亚·戈利诺/GeraldR.Molen/JackMurdock,剧情,美国,英语,133分钟

吉尔莫·德尔,特拉维斯·比彻姆/吉尔莫·德尔,查理·汉纳姆/迪亚哥·克莱特霍夫/伊德里斯·艾尔巴/RinkoKikuchi/查理·戴,动作片/冒险/科幻,美国,英语,131分钟

乔丹·皮尔,乔丹·皮尔,丹尼尔·卡卢亚/艾莉森·威廉姆斯/凯瑟琳·基纳/布莱德利·惠特福德/卡赖伯·兰德里,恐怖/悬疑/惊悚片,美国,英语,104分钟

爱德华·兹威克,理查德·温克/爱德华·兹威克/马歇尔·赫斯科维兹/李查德,汤姆·克鲁斯/寇碧·史莫德斯/阿尔迪斯·霍吉/达妮卡·亚罗什/帕特里克·赫辛格,动作片/惊悚片,中国大陆,英语,118分钟

MaryHarron,布莱特·伊斯顿/MaryHarron/吉娜薇·特纳,克里斯蒂安·贝尔/贾斯汀·塞洛克斯/乔什·卢卡斯/比尔·萨奇/科洛·塞维尼,犯罪/剧情,美国,英语,101分钟

加文·胡德,戴维·贝尼奥夫/SkipWoods,休·杰克曼/列维·施瑞博尔/丹尼·赫斯顿/威廉姆·亚当斯/琳恩·柯林斯,动作片/冒险/科幻,美国,英语,119分钟

巴兹·鲁赫曼,巴兹·鲁赫曼/克雷格·皮尔斯/F.ScottFitzgerald,丽莎·亚当/弗兰克·奥尔德里奇/阿米达普·巴强/史提夫·比斯利/理查德·卡特,剧情/爱情,澳大利亚,英语,143分钟

罗伯特·泽米吉斯,罗伯特·泽米吉斯/鲍勃·盖尔,迈克尔/克里斯托弗·洛伊德/莉·汤普森/托马斯/伊丽莎白·苏,冒险/喜剧/科幻,美国,英语,108分钟

大卫·叶茨,史蒂夫·克洛夫斯/J·K·罗琳,比尔·奈伊/艾玛·沃森/理查德·格雷弗斯/哈利·米尔林/丹尼尔·雷德克里夫,冒险/家庭/奇幻片/悬疑,英国,英语,146分钟

大卫·雷奇,瑞特·里斯/保罗·韦尼克/瑞恩·雷诺兹/罗伯·莱菲尔德/FabianNicieza,瑞恩·雷诺兹/乔什·布洛林/莫蕾娜·巴卡琳/朱利安·迪尼森/莎姬·贝兹,动作片/冒险/喜剧/科幻,美国,英语,117分钟

亚历克斯·加兰,亚历克斯·加兰,多姆纳尔·格里森/艾丽西亚·维坎德/奥斯卡·伊萨克/水野索诺娅/克里·约翰逊,剧情/悬疑/科幻/惊悚片,英国,英语,108分钟

阿方索·卡隆,阿方索·卡隆/蒂莫西/大卫·阿莱塔/马克·弗格斯/霍克·奥斯比,克莱夫·欧文/JuanGabrielYacuzzi/迈克尔·凯恩/MishalHusain/RobCurling,剧情/惊悚片,美国,英语,109分钟

埃德加·赖特,埃德加·赖特/西蒙·佩吉,西蒙·佩吉/马丁·弗瑞曼/比尔·奈伊/RobertPopper/乔·考尼什,动作片/喜剧/悬疑,英国,英语,121分钟

克里斯·哥伦布,约翰·休斯,麦考利·卡尔金/乔·佩西/丹尼尔·斯特恩/约翰·赫德/罗伯茨·布洛瑟姆,喜剧/家庭,美国,英语,103分钟

大卫·叶茨,史蒂夫·克洛夫斯/J·K·罗琳,丹尼尔·雷德克里夫/迈克尔·刚本/DaveLegeno/埃拉丽卡·加拉切/吉姆·布劳德本特,动作片/冒险/家庭/奇幻片/悬疑,英国,英语,153分钟

大卫,埃里克·辛格尔/大卫,克里斯蒂安·贝尔/布莱德利·库珀/艾米·亚当斯/杰瑞米·雷纳/詹妮弗·劳伦斯,犯罪/剧情,美国,英语,129分钟

丹·吉尔罗伊,丹·吉尔罗伊,杰克·吉伦哈尔/迈克尔·帕帕约翰/马尔科·罗德里格斯/比尔·帕克斯顿/杰姆斯·黄,犯罪/剧情/惊悚片,美国,英语,117分钟

埃里克·布雷斯/J.MackyeGruber,J.MackyeGruber/埃里克·布雷斯,阿什顿·库彻/梅洛拉·沃尔特斯/艾米·斯马特/埃尔登·汉森/威廉姆·李,剧情/科幻/惊悚片,美国,英语,120分钟

道格·里曼,西蒙·金伯格,布拉德·皮特/安吉丽娜·朱莉/文斯·沃恩/亚当·布罗迪/凯丽·华盛顿,动作片/犯罪/喜剧/惊悚片,美国,英语,126分钟

昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,莱昂纳多·迪卡普里奥/布拉德·皮特/玛格特·罗比/埃米尔·赫斯基/玛格丽特·库里,喜剧/剧情,美国,英语,161分钟

斯坦利·库布里克,斯坦利·库布里克/特里·索泽恩/彼得·乔治,彼得·塞勒斯/乔治/斯特林·海登/基南·怀恩/斯利姆·佩金斯,喜剧,英国,英语,95分钟

拉娜·沃卓斯基/莉莉·沃卓斯基,莉莉·沃卓斯基/拉娜·沃卓斯基,玛丽·爱丽丝/TanveerK.Atwal/赫尔穆特·巴凯蒂斯/凯特·宾汉/FrancineBell,动作片/科幻,美国,英语,129分钟

蒂姆·波顿,蒂姆·波顿/卡罗琳·汤普森,约翰尼·德普/薇诺娜·瑞德/黛安·韦斯特/安东尼·迈克尔/KathyBaker,剧情/奇幻片/爱情,美国,英语,105分钟

彼得·博格,VincentNgo/文斯·吉里根,威尔·史密斯/查理兹·塞隆/杰森·贝特曼/杰·海德/埃迪·马森,动作片/奇幻片,美国,越南语,102分钟

吕克·贝松,吕克·贝松,斯嘉丽·约翰逊/摩根·弗里曼/崔岷植/阿马尔·维克德/JulianRhind-Tutt,动作片/科幻/惊悚片,法国,英语,89分钟

